variant,seed,duration_s,mission_complete,fire_overrun,extinction_time_s,fire_damage,fires_spawned,fires_ignited,peak_active_fires,detection_delay_s,fires_never_seen,response_delay_s,collisions,near_misses,min_distance_m,emergency_fraction,time_explore,time_to_fire,time_extinguishing,time_to_station,time_queue,time_refill,water_fairness,overcrowding_s,queue_wait_mean_s,queue_wait_max_s,distance_m,control_effort,saturation_bounces,message_loss,neighbors,connected_fraction,fire_awareness,phantom_fires,info_age_s,coverage_staleness_s,coverage_staleness_hot_s,coverage_staleness_cold_s,coverage_staleness_max_s
copertura persistente,15,300.0,True,False,65.45,21016.63944999921,0,9,5,4.758750000000004,2,0.7937499999999955,0,1,0.2730571800167399,0.00038888888888888914,0.8815722222285703,0.039858333333337354,0.022911111111112582,0.04236944444444618,0.0,0.013288888888888625,0.28470606029944145,0.0,0.0,0.0,1154.76971142853,1021.6339024679572,1,0.0,1.3238333333333405,0.008,0.05701291079812238,0.034944444444444375,0.9077833668678728,51.19744303626276,7.275719079861164,104.47052653326023,130.43
copertura persistente,16,300.0,False,False,,43165.04274999336,0,8,3,11.545714285714288,2,0.7700000000000011,0,0,1.1359330363895448,0.0,0.8866055555620135,0.038519444444449685,0.0279833333333374,0.03361388888889583,0.0,0.013277777777777517,0.28271049604807114,0.0,0.0,0.0,1293.206716487918,1360.1808866362464,0,0.0,0.9824444444444521,0.0,0.07073148148148192,0.0001388888888888889,0.06786220043572985,47.10776410284034,2.0883919270833307,102.83151118603818,44.07
copertura uniforme,1,300.0,True,False,291.94,30791.590599996598,0,10,4,21.599090909090908,0,2.0590909090909117,0,0,0.9039099619305244,0.0,0.6872472222243287,0.12130833333326328,0.04028888888889252,0.13173888888880936,0.0002027777777777779,0.019213888888888468,0.8136205714061027,0.0,0.022121212121212135,0.7300000000000004,2983.671102473123,2489.7181029151584,0,0.0,0.6943333333333337,0.0,0.19389012599444339,0.01972222222222236,2.574732764691999,31.3732450562004,28.214374444444434,34.44870741228073,169.62
copertura uniforme,2,300.0,True,False,88.61,18549.27709999805,0,9,4,5.391428571428571,3,1.0549999999999975,0,0,1.0603803797632811,0.0,0.8646583333393122,0.05140833333332685,0.022900000000001464,0.05006388888888363,0.0,0.010969444444444643,0.5629693116791694,0.0,0.0,0.0,3103.101396894837,2898.896307759336,0,0.0,0.5107777777777771,0.0,0.15429234338747022,0.003055555555555554,0.37306231179059485,27.20972365933758,28.34698081597226,26.411112190241223,152.3
copertura uniforme,3,300.0,True,False,255.9,26761.34404999048,0,4,3,14.277999999999997,0,1.6659999999999968,0,0,1.0285098971604076,0.0,0.8042277777824376,0.05914166666665315,0.028722222222226666,0.0919666666666233,0.0026138888888888453,0.013327777777777506,0.7576962105964178,0.0,0.3920833333333293,6.259999999999911,3096.5471500975705,2367.086211562273,0,0.0,0.46755555555555783,0.0,0.10762637186573672,0.012472222222222246,1.289992836676211,27.43374426955771,27.37529135416658,27.49962774488306,135.67000000000002
copertura uniforme,4,300.0,True,False,82.2,16764.1333999986,0,7,3,15.166249999999994,0,1.534999999999998,0,0,1.0678351112558722,0.0,0.7855611111153635,0.07684166666663705,0.031566666666672565,0.08409999999996379,0.007536111111111511,0.01439444444444396,0.800648532580622,0.0,1.043461538461527,9.469999999999843,3002.3801521504915,2592.257234312284,0,0.0,0.6499999999999982,0.0,0.24023828330700442,0.011361111111111113,0.5405226396917379,29.884190581377457,31.459393229166565,29.060600390168116,148.46
copertura uniforme,5,300.0,True,False,86.48,12548.75679999759,0,1,1,18.840000000000003,0,1.1449999999999942,0,0,1.1081122250246709,0.0,0.8991333333400647,0.03517500000000774,0.01607777777777696,0.041613888888891316,0.00022222222222222237,0.007777777777778216,0.47675348503723797,0.0,0.057142857142857176,0.8000000000000005,3189.918168409805,2732.148882863551,0,0.0,0.4107222222222223,0.0,0.22561651426988003,0.005027777777777778,0.17490021492170732,25.376187811955795,26.630959375000014,24.63641620979528,118.25
copertura uniforme,6,300.0,True,False,152.56,37330.746849986004,0,7,4,22.06428571428572,1,1.2957142857142878,0,0,1.037911027778204,0.0,0.7628666666704237,0.09310277777773338,0.03257500000000641,0.09726944444439625,0.00029722222222222243,0.013888888888888506,0.8703134287957698,0.0,0.04280000000000003,1.0700000000000007,3099.4236183704916,2644.90108614906,0,0.0,0.4651111111111123,0.0,0.16167335063300997,0.027194444444444462,1.2307411940704476,29.5150761148462,27.867877656249934,30.61184951388883,155.41
copertura uniforme,7,300.0,True,False,228.03,26900.621649998353,0,7,4,36.30428571428571,1,3.660000000000005,0,0,1.1090460301521488,0.0,0.7465638888922901,0.10579166666661073,0.03391666666667377,0.09761666666661817,0.0,0.016111111111110285,0.8037931524709352,0.0,0.0,0.0,3044.8399468383554,2647.4896762186954,0,0.0,0.5586111111111103,0.0,0.15101991088833247,0.017305555555555636,0.4849006168608643,32.426202179992785,35.02258496527786,30.05471843475871,153.83
copertura uniforme,8,300.0,True,False,64.74,21132.763349999113,0,9,3,23.878888888888895,1,2.1322222222222225,0,0,1.0514976125707722,0.0,0.8069972222269425,0.07478888888886115,0.029644444444449358,0.07413333333330618,0.0,0.014436111111110619,0.6897649548760741,0.0,0.0,0.0,3096.045638647429,2564.3917941533364,0,0.0,0.4552222222222241,0.0,0.14586872250533542,0.02886111111111101,1.0521280927027674,26.5762525467781,26.166593333333356,26.366914460891753,109.14
copertura uniforme,9,300.0,True,False,93.75,19614.899299998808,0,10,4,7.500000000000006,2,3.3866666666666645,0,0,1.0740300254110648,0.0,0.7954555555600239,0.062008333333317206,0.029388888888893672,0.09860277777772838,0.00018333333333333344,0.014361111111110634,0.6675409312697635,0.0,0.026400000000000014,0.6600000000000004,3101.742488431685,2687.5199864267797,0,0.0,0.39233333333333986,0.0,0.1938211872016628,0.024416666666666757,1.610936486973207,21.37113539073742,17.979120624999993,25.37844598958335,108.35000000000001
copertura uniforme,10,300.0,False,False,,32973.90759999978,0,8,4,32.90111111111111,0,2.526666666666669,0,0,1.0201060923103358,0.0,0.7729444444484215,0.08303888888885365,0.03940555555555999,0.08461666666663,0.0022611111111110753,0.017733333333332185,0.6880493667203853,0.0,0.2543749999999978,5.419999999999929,2975.406417095386,2742.078905355726,0,0.0,0.6542222222222235,0.0,0.13554629629629814,0.008388888888888852,0.6186023598102429,31.640124316238115,30.375120972222238,32.667683438413775,170.08
copertura uniforme,11,300.0,True,False,92.15,21636.330600000634,0,6,3,18.66,0,2.238571428571428,0,0,0.9662981873733529,0.0,0.8312055555608042,0.05741944444443249,0.03257777777778419,0.06209722222220602,0.0012138888888888753,0.015486111111110411,0.7012776943477985,0.0,0.15607142857142756,3.3999999999999715,3047.2216165164896,2726.740225189153,1,0.0,0.4459444444444472,0.0,0.11153233151183872,0.014222222222222188,0.7223844326694664,20.331055087970437,17.918032204861117,22.961322432383035,107.53
copertura uniforme,12,300.0,True,False,172.85,23074.99774999542,0,4,2,25.107500000000005,1,2.0999999999999908,0,0,1.0368885675444628,0.0,0.8521055555612604,0.062069444444428266,0.022766666666668062,0.052027777777770734,0.0010694444444444339,0.009961111111111509,0.6215429674008774,0.0,0.21388888888888863,2.339999999999994,3111.562809942525,2681.8058463340712,5,0.0,0.509166666666671,0.0,0.16783470275495305,0.000888888888888889,0.8980007146685793,26.00321994995631,25.830721892361073,26.842753841374307,130.54
copertura uniforme,13,300.0,True,False,89.58,25978.90414999907,0,11,5,17.573,2,1.6077777777777742,0,0,1.058434884696785,0.0,0.765250000003809,0.0761416666666377,0.03445833333334071,0.10291666666661334,0.004605555555555498,0.01662777777777685,0.7629843815152453,0.0,0.5526666666666635,3.93999999999996,3019.7867074546475,2510.2422036841094,0,0.0,0.589555555555558,0.0,0.14000284414107178,0.01111111111111107,0.5528793296089378,30.215621434717264,31.886164374999993,28.354544879385866,145.66
copertura uniforme,14,300.0,True,False,119.76,19927.688549995284,0,4,2,12.597999999999999,0,0.5759999999999905,0,0,1.102401094369165,0.0,0.8239944444495357,0.07101666666664234,0.022836111111112542,0.07159722222219739,0.0,0.010555555555555835,0.623640018387889,0.0,0.0,0.0,3144.870053792781,2628.2185290051875,0,0.0,0.44877777777777467,0.0,0.23562418846224883,0.009583333333333341,0.8270246004668695,24.397956280926945,24.21146057291669,25.08803327302635,127.7
copertura uniforme,15,300.0,True,False,54.19,18878.248199999736,0,9,6,19.371000000000002,0,1.3579999999999983,0,1,0.2730571800167399,0.00038333333333333356,0.8495777777834275,0.04218611111111301,0.031780555555561564,0.06262222222220554,0.0,0.013833333333332962,0.6001041315102837,0.0,0.0,0.0,3098.4658211568963,2636.058576678578,0,0.0,0.35288888888888875,0.0,0.12580362919828206,0.006861111111111103,1.0061315701372606,21.631156255047117,16.32530031250001,25.371462622441427,134.24
copertura uniforme,16,300.0,True,False,80.97,25932.00029999995,0,8,4,22.980000000000004,0,1.2855555555555527,0,0,1.0519777850589176,0.0,0.761194444448165,0.11251111111104906,0.036255555555562854,0.07144444444441975,0.0030916666666666133,0.015502777777777074,0.7389104152128476,0.0,0.39749999999999763,4.079999999999957,3030.3440641572793,2561.578628455741,1,0.0,0.6558333333333334,0.0,0.22270563736426907,0.00755555555555554,4.226131901507673,26.360666551505986,24.963711319444414,26.57858527869152,158.27
