variant,seed,duration_s,outcome,mission_complete,fire_overrun,extinction_time_s,fire_damage,burning_health_mean,fires_spawned,fires_ignited,peak_active_fires,detection_delay_s,fires_never_seen,response_delay_s,collisions,drones_lost,near_misses,min_distance_m,emergency_fraction,time_patrol,time_to_fire,time_extinguishing,time_to_station,time_queue,time_refill,time_out_of_service,water_fairness,overcrowding_s,queue_wait_mean_s,queue_wait_max_s,distance_per_drone_m,control_effort_rate,saturation_bounces,message_loss,neighbors,connected_fraction,fire_awareness,phantom_fires,info_age_s,coverage_staleness_s,coverage_staleness_hot_s,coverage_staleness_cold_s,coverage_staleness_max_s
nessun guasto,1,126.66,tutti gli incendi spenti,True,False,126.66,53442.33483999348,421.935376914523,0,0,5,1.222,0,1.036,0,0,0,1.0082466946190114,0.0,0.066687720406347,0.3189970524762514,0.16375203958097703,0.16377177746191812,0.21034001789558282,0.07645139217855054,0.0,0.9852188576382915,0.0,5.418644067796539,15.099999999999723,57.99150064802092,0.49389601498536795,5,0.0,2.6320431806213804,0.09320695102685624,0.771656134807793,0.130463401790416,0.21882428901770173,18.838260726795195,14.572370756359414,26.505610913294106,126.60000000000001
nessun guasto,2,149.0,tutti gli incendi spenti,True,False,149.0,59863.64225999263,401.76941114089016,0,0,5,1.7259999999999998,0,1.26,0,0,1,0.4402986155498886,0.0006487695749443111,0.08280760626398788,0.32280201342260634,0.14001677852344369,0.18700782997753965,0.20335011185671942,0.06401565995526938,0.0,0.9855693411768559,0.0,6.059833333333295,27.32000000000147,72.50289992955939,0.46727516159827626,3,0.0,2.8453020134228186,0.15100671140939598,0.913543765390642,0.05324384787472031,0.8961232343353468,30.434579808454867,31.178903300917664,27.010958475350492,149.0
nessun guasto,3,200.89,tutti gli incendi spenti,True,False,200.89000000000001,100127.44657999148,498.4192671610905,3,0,6,12.077499999999999,0,2.3625000000000007,0,0,1,0.6650667047747147,0.0006056382431516182,0.04076443161266255,0.36063683276061287,0.12133505898745539,0.25942472663297333,0.16051072726359078,0.05732822274213884,0.0,0.9870933137162055,0.0,5.690294117647024,26.330000000001316,103.66735894406234,0.5220893070978488,2,0.0,2.518509296148738,0.13147410358565736,0.8537364431164253,0.03050298804780877,0.33422012847976,35.6465848755599,32.66071230384589,41.47514532185391,200.8
nessun guasto,4,164.04,tutti gli incendi spenti,True,False,164.04,66794.2408799917,407.1826437453774,0,0,5,5.868,0,3.6019999999999994,0,0,0,0.8845652701343313,0.0,0.034153255303583215,0.31383605624623223,0.12238376818658349,0.2636501259853659,0.2063571893033079,0.05961960497440824,0.0,0.952518275543395,0.0,7.385636363636275,20.290000000000372,71.41249906555336,0.4874038179056503,0,0.0,3.205182926829262,0.1951219512195122,0.8967987804878049,0.015497967479674822,0.09349419598138026,29.046042040977373,23.91690365231458,34.141422487549484,158.92000000000002
nessun guasto,5,267.86,incendi fuori controllo,False,True,,392733.6400999528,1466.1899503470202,59,0,41,5.32609375,0,28.003333333333337,0,0,0,0.9688951749831872,0.0,0.01908335199979976,0.3412976928243446,0.14488601010469443,0.25451417407084576,0.1720394982452407,0.06817927275440705,0.0,0.9747753936772845,0.0,4.981891891891829,13.409999999999759,128.97334888221957,0.5412996666118277,1,0.0,2.3361961662932558,0.08588498879761015,0.7741604138587529,0.07826114015434424,0.09518700543848274,62.09043439279171,68.88499171251775,51.14579971964701,267.8
nessun guasto,6,131.27,tutti gli incendi spenti,True,False,131.27,58495.30153999287,445.61058535836725,0,0,5,3.838,0,1.982,0,0,2,0.3189401659845273,0.001498184403646872,0.04361240191970635,0.30382037022911407,0.15374165206566914,0.18157233183507582,0.24168380691183483,0.07556943703818084,0.0,0.9437454601454451,0.0,6.679122807017518,28.640000000001677,57.35466087057749,0.4764624922856531,2,0.0,2.5059705284552845,0.1013719512195122,0.8941819105691038,0.12620680894308955,0.6787468725990323,20.50996332199138,15.967436768914906,28.45988714723535,131.2
nessun guasto,7,138.75,tutti gli incendi spenti,True,False,138.75,64033.94495999374,461.5059096215765,0,0,5,19.538,0,4.089999999999999,0,0,0,0.9623739710448402,0.0,0.037495495495493185,0.3710690690688187,0.1526066066065549,0.208738738738636,0.1611831831831237,0.06890690690691999,0.0,0.9738683769416413,0.0,4.472833333333283,10.119999999999829,65.61295489003726,0.512159238061808,2,0.0,3.0523912521028667,0.14563806777217014,0.7136705920051277,0.010514299447248252,0.07056776841516267,28.917185263268646,27.382659277842357,30.07557971930833,138.70000000000002
nessun guasto,8,127.03,tutti gli incendi spenti,True,False,127.03,50183.28259999355,395.05063843181574,0,0,5,1.828,0,2.6740000000000004,0,0,0,0.973461521786524,0.0,0.06062216274371563,0.33829279172877535,0.13549292817966696,0.22304442520128825,0.17167204597333108,0.07087564617283211,0.0,0.7173949734562086,0.0,6.382682926829188,17.91,62.85688064234571,0.48043451773991364,2,0.0,2.728215223097113,0.05984251968503937,0.7983070866141732,0.02368766404199473,0.2165041804701048,17.186248743497067,13.208078338421975,26.260589613307488,127.0
nessun guasto,9,131.66,tutti gli incendi spenti,True,False,131.66,57799.955279993555,439.00923044199874,0,0,5,2.258,0,1.3940000000000001,0,0,0,0.9975320119004644,0.0,0.04071092207200111,0.3753924249326584,0.15014684287807561,0.13770317484426242,0.22276444376919394,0.07328219150338139,0.0,0.9089597695680516,0.0,6.284821428571364,19.39000000000023,59.246741621594325,0.5033587778813763,1,0.0,2.8520770010131646,0.10562310030395136,0.873847517730496,0.18889311043566315,0.25011937397197126,19.023718060436472,13.87308890577509,32.15426342518185,131.6
nessun guasto,10,153.91,tutti gli incendi spenti,True,False,153.91,73088.87865999174,474.8806358260785,0,0,5,0.8019999999999999,0,3.342,0,0,0,0.879873787081211,0.0,0.05473436857038464,0.3474270677666393,0.14246962510553013,0.24198124445007824,0.1486474779632552,0.06474021614364686,0.0,0.981180024663268,0.0,4.500655737704867,11.069999999999808,76.00303059510134,0.4754374492628178,2,0.0,2.7769114143383176,0.037037037037037035,0.9288986354775851,0.040448343079921976,0.9720637247202639,22.736461237753343,18.90881466231715,30.15975265267109,153.9
nessun guasto,11,130.64,tutti gli incendi spenti,True,False,130.64000000000001,61054.20803999253,467.34696907526427,0,0,5,0.10800000000000001,0,2.008,0,0,0,1.0331053335117901,0.0,0.03318917125943956,0.33511941212471114,0.16512298428244893,0.21672790365370223,0.1743978362930549,0.0754426923862163,0.0,0.9598489521933413,0.0,4.409677419354798,19.560000000000258,62.47243581193349,0.5291279255785721,2,0.0,2.108856559469115,0.06508422664624809,0.8539656712608519,0.09437212863705963,0.1523564189189188,24.21110786107166,23.787669547145047,27.172313045709313,130.6
nessun guasto,12,109.88,tutti gli incendi spenti,True,False,109.88,43992.86093999451,400.3718687658765,0,0,5,0.8039999999999999,0,0.7320000000000001,0,0,1,0.4981245604575671,0.0008039072928044133,0.029630809367795774,0.23816891153975503,0.17547172673214306,0.1785584273752661,0.2905290620068837,0.08764106297781081,0.0,0.9532498470358511,0.0,7.227924528301797,19.350000000000225,40.69487566448088,0.40983756479610395,2,0.0,2.619004250151794,0.061930783242258654,0.8660746812386146,0.4195506982392218,0.1325037310781033,16.849233843425395,11.97605428236869,27.582639210749697,108.98
nessun guasto,13,257.04,incendi fuori controllo,False,True,,354201.2392199661,1378.000463818729,62,0,41,7.330757575757576,1,15.355142857142859,0,0,0,0.8019698107975403,0.0,0.006176081543728659,0.24143129473994568,0.15122484178847673,0.2626925770306204,0.26469615624008014,0.07377904865647952,0.0,0.9850190012238598,0.0,7.289732142857053,21.63000000000058,102.60253288197804,0.43558135747090265,0,0.0,3.209338521400776,0.35914396887159533,0.7283448543125742,0.06630998702983135,0.15023358538887138,49.9548693838925,49.266291590566176,50.585069387006676,257.0
nessun guasto,14,129.68,tutti gli incendi spenti,True,False,129.68,57026.43887999326,439.74736952493254,0,0,5,2.38,0,2.442,0,0,0,0.9887004746362386,0.0,0.04390294057166232,0.2998149290559587,0.16139728562610306,0.19212034752202414,0.22987353485491185,0.07289096236892165,0.0,0.9911702205493282,1.480000000000001,6.063050847457555,18.900000000000155,55.01751934626693,0.522634500026874,1,0.0,2.8289609053497937,0.21141975308641975,0.8607863940329181,0.06674382716049387,0.15154523581489238,23.238673024276995,19.677122504094218,29.31672117388985,129.6
nessun guasto,15,301.22,incendi fuori controllo,False,True,,357154.79945994524,1185.6941752205869,62,0,41,1.679193548387097,5,10.029285714285717,0,0,1,0.7561845214276673,0.0014219949981196683,0.02221244715933099,0.25567414735611416,0.11477491534420237,0.30346867184536974,0.2459387380207535,0.05793108027354163,0.0,0.9664601285129122,0.0,8.801782178217762,48.669999999998886,123.96105721294177,0.5251925653232838,2,0.0,3.5753652058433043,0.46679946879150064,0.9374239774081323,0.016876936697653822,0.058800964149671064,76.27063969188627,78.24581278626988,80.38577824391778,297.83
nessun guasto,16,220.85,incendi fuori controllo,False,True,,316224.29875997314,1431.8510244961428,43,0,41,17.21625,24,23.005,0,0,0,0.960062797011492,0.0,0.022741679873215827,0.31318013734789457,0.11807410761446699,0.29447211531183887,0.19723039770570888,0.054301562146258434,0.0,0.9872070740798605,0.0,6.969333333333278,24.290000000000997,99.21672138930138,0.5210611914776639,0,0.0,3.7718900966183617,0.2753623188405797,0.4985197879447131,0.012643417874396079,0.228102800640778,49.81186544665148,45.46771478020555,52.93577161701383,219.08
nessun guasto,17,257.51,incendi fuori controllo,False,True,,329203.79403996246,1278.4116890216399,49,0,41,31.706486486486483,17,18.93578947368421,0,0,0,0.938450618748994,0.0,0.1734689914953651,0.25179281063500364,0.10707674782851284,0.2391298719789112,0.1797470648387894,0.04878451322279002,0.0,0.9828038371634532,0.0,7.1210256410255495,21.68000000000059,120.1811456551318,0.4780478275637611,2,0.0,3.1475080906148825,0.17281553398058253,0.33236756370909637,0.05110032362459555,0.06647946313065964,18.791412394029628,12.451614285714294,34.51462186753417,117.71000000000001
nessun guasto,18,143.02,tutti gli incendi spenti,True,False,143.02,63092.365999994276,441.1436582295782,0,0,5,2.278,0,3.564,0,0,0,0.9730807816579291,0.0,0.08040833449868284,0.29713210273602825,0.12141075840206232,0.2357595674263372,0.19748986155772894,0.06779937537874808,0.0,0.973303168655835,0.0,6.9171428571427604,18.060000000000024,60.0736424549125,0.5060827670657727,4,0.0,3.5844988344988242,0.37622377622377623,0.9396853146853144,0.01695804195804195,0.006808856513776575,31.352081747637786,26.75069066647642,37.06441311829531,143.0
nessun guasto,19,121.55,tutti gli incendi spenti,True,False,121.55,57521.1652999928,473.23048375148335,0,0,5,2.024,0,2.2239999999999998,0,0,2,0.34159073951334223,0.02716303304539309,0.06432880844646312,0.31027012203464516,0.1599136157959227,0.18270944741526302,0.20522418757704153,0.0775538187303037,0.0,0.9652873879137307,0.0,5.647924528301838,23.590000000000888,53.70938870070483,0.47843408117800124,1,0.0,2.539643347050761,0.06584362139917696,0.8825651577503433,0.07674897119341562,1.1478770550390827,18.917651991902183,14.422870874275638,26.81131325275244,121.5
nessun guasto,20,323.78,incendi fuori controllo,False,True,,526932.7391999275,1627.4406671194251,59,0,41,6.014603174603173,1,28.705428571428566,0,0,3,0.42635395792414393,0.0010089155187685524,0.012660345502089582,0.2697948195274547,0.1318848189098768,0.2930333353921154,0.2298268371526275,0.06279984351512422,0.0,0.9922627445293701,0.0,7.201290322580564,26.820000000001393,143.3735059522599,0.49737158291009487,0,0.0,2.913294202450828,0.15446400988569664,0.8502673707699351,0.12184635979816676,0.05740672628374683,72.84778709485889,70.28297067390447,77.79612472443132,320.63
perdita totale (radio spenta),1,134.01,tutti gli incendi spenti,True,False,134.01,55537.72765999373,414.4297265875214,0,0,5,1.222,0,1.036,0,3,0,0.9998690657340626,0.0,0.038548118299627045,0.260832524935803,0.1562383404223046,0.1300276098798316,0.1531415566002046,0.0671591672263378,0.1940526826355379,0.9893036389703599,0.0,4.262280701754338,14.199999999999742,62.0381965151824,0.4673465820721902,2,0.0,2.40796019900497,0.0,0.7523942786069643,0.1959577114427853,0.37471009305653,23.54907005407032,19.422967788607956,31.03663697546305,134.0
perdita totale (radio spenta),2,169.83,tutti gli incendi spenti,True,False,169.83,67067.6232599908,394.9103412824047,0,0,5,1.7259999999999998,0,1.26,0,3,1,0.4402986155498886,0.0007167395763823688,0.041865394806574585,0.2541168619598393,0.12649904806763163,0.16320732497195356,0.15265265265258496,0.05580580580581625,0.2058529117351486,0.9907792720417451,0.0,5.2106896551723905,27.89000000000156,78.68905726808576,0.4486567953965266,0,0.0,2.59516543527144,0.002944640753828033,0.9084163186636801,0.07509726237641384,0.9341871416871727,39.87218160036924,42.08268289824762,33.42078303547745,169.8
perdita totale (radio spenta),3,208.11,tutti gli incendi spenti,True,False,208.11,94700.90707998948,455.0521699100931,0,0,5,16.59,0,0.9280000000000005,0,3,1,0.6650667047747147,0.0007437747075847317,0.03468117822305808,0.2963697083271154,0.10228565021699768,0.18284400877730114,0.11998462351635852,0.04986145147599298,0.21397337946264758,0.979989093601938,0.0,4.962881355932151,17.819999999999986,109.59156679998019,0.4967098211964463,1,0.0,2.260627903251632,0.014416146083613647,0.8700544609963186,0.01633829889476216,0.5792697528304295,40.29301712021353,35.345189640969316,48.85869957808241,208.1
perdita totale (radio spenta),4,192.58,tutti gli incendi spenti,True,False,192.58,78182.6629399888,405.974986706765,0,0,5,5.868,0,3.5519999999999996,0,3,0,0.8845652701343313,0.0,0.03990982102676389,0.24555163222194626,0.10735365389271963,0.1877617959634742,0.15565825457810514,0.05269671478520848,0.2110681275312863,0.9512692464100281,0.0,6.288070175438507,14.979999999999725,86.85177984778953,0.4588613050786308,1,0.0,3.1044785517512965,0.04051948051948052,0.8996576151121719,0.01984651711924444,0.09703321710405628,36.103663818400875,30.58328126159547,41.62210161147756,192.5
perdita totale (radio spenta),5,237.02,incendi fuori controllo,False,True,,334160.9670599684,1409.842912243559,52,0,41,10.838867924528303,4,15.763846153846155,0,3,0,1.0252935954956799,0.0,0.018890810902032838,0.2660816246165783,0.13361390037401885,0.17140958568886647,0.12981323657631183,0.06182319354203057,0.21836764829957392,0.9452523671129527,0.0,4.06955056179771,13.069999999999766,116.5515438345173,0.5297662425558376,1,0.0,1.9555274261603484,0.0,0.6603669339391508,0.12236286919831195,0.11827376409798246,60.54022154686893,68.26445455523975,48.79196657057017,237.0
perdita totale (radio spenta),6,144.4,tutti gli incendi spenti,True,False,144.4,63157.390819991604,437.37805277002496,0,0,5,3.838,0,1.982,0,3,2,0.3189401659845273,0.001698367120764202,0.02580794090489362,0.23965835641722488,0.14186865189284475,0.13316597414585357,0.19340373961209614,0.06801708217914554,0.19807825484754893,0.969955865286088,0.0,5.743157894736793,38.08000000000099,63.31203456248632,0.424438988647495,0,0.0,2.2374296986485316,0.0,0.8799407799407845,0.16645681188617542,0.37794489416450794,25.873603110705265,21.906259857821233,34.058307049571425,144.4
