variant,seed,duration_s,mission_complete,fire_overrun,extinction_time_s,fire_damage,fires_spawned,fires_ignited,peak_active_fires,detection_delay_s,fires_never_seen,response_delay_s,collisions,near_misses,min_distance_m,emergency_fraction,time_explore,time_to_fire,time_extinguishing,time_to_station,time_queue,time_refill,water_fairness,overcrowding_s,queue_wait_mean_s,queue_wait_max_s,distance_m,control_effort,saturation_bounces,message_loss,neighbors,connected_fraction,fire_awareness,phantom_fires,info_age_s,coverage_staleness_s,coverage_staleness_hot_s,coverage_staleness_cold_s,coverage_staleness_max_s
concentrazione γ=0.5,2,300.0,True,False,114.08,23377.01759999683,0,9,2,19.078888888888887,1,1.2455555555555489,0,0,1.0765691119491239,0.0,0.8022583333379502,0.07319166666664038,0.03383333333334039,0.07516666666663858,0.0,0.015549999999999287,0.6435170056890639,0.0,0.0,0.0,2699.07504844676,1993.8272971738556,1,0.0,0.49833333333333335,0.0,0.12207849018872785,0.032611111111110966,1.2189090909090945,18.481793054445085,5.773797413194453,33.02868076206133,56.35
concentrazione γ=0.5,3,300.0,True,False,58.11,8198.191999998679,0,4,2,2.9019999999999953,0,1.128000000000004,0,0,1.0325724999742882,0.0,0.8660305555615644,0.043338888888889746,0.021377777777778464,0.05739166666665474,0.002491666666666626,0.009369444444444961,0.6740052488598091,0.0,0.5276470588235277,3.46999999999997,2898.8492116399034,2349.881886784076,0,0.0,0.5072777777777833,0.0,0.2533488437676252,0.0035833333333333355,1.0354002911208164,16.060054043043998,6.156138559027771,26.978110262244144,56.06
concentrazione γ=0.5,4,300.0,True,False,154.64000000000001,28799.740849995844,0,7,4,17.847499999999997,0,3.105000000000003,0,0,1.045919134098689,0.0,0.7751888888929148,0.08648888888885051,0.03526388888889668,0.08509444444440734,0.0015083333333333136,0.01645555555555466,0.8422741696381119,0.0,0.1872413793103437,3.619999999999967,2896.9694550252966,2178.124115439847,1,0.0,0.558388888888892,0.0,0.14814915066647477,0.014666666666666738,1.091756156641094,18.173590892132935,6.7765096006944345,30.421369842836263,79.39
concentrazione γ=0.5,5,300.0,True,False,100.75,16524.906899996586,0,1,1,18.929999999999993,0,1.11000000000001,0,0,1.0500708475494973,0.0,0.8979722222289283,0.029930555555560616,0.0162194444444436,0.04541944444444341,0.0026805555555555107,0.007777777777778216,0.5128885444825255,0.0,0.6892857142857102,3.429999999999971,2902.107186326191,2257.86613157862,0,0.0,0.48522222222222644,0.0,0.2018208399787349,0.003277777777777778,0.34996707276918015,15.869859874215777,4.891346388888882,28.211423202668165,64.72
concentrazione γ=0.5,6,300.0,True,False,115.62,20475.083949996788,0,7,3,14.98000000000001,0,0.9362499999999943,0,0,1.146595381830714,0.0,0.7983500000045315,0.07564999999997148,0.027966666666670723,0.08554444444440693,0.00026666666666666684,0.01222222222222217,0.7567467631790714,0.0,0.04363636363636367,0.9600000000000006,3080.741931118622,2142.7331865211886,0,0.0,0.39988888888888613,0.0,0.18133453353644535,0.02972222222222205,1.6626852156733603,17.176842970112517,5.854467569444436,29.598691961805567,60.9
concentrazione γ=0.5,7,300.0,True,False,200.26,30589.86729999407,0,7,4,14.68375,0,1.3012499999999916,0,0,0.9846671840659224,0.0,0.7020916666690971,0.12292499999992848,0.03439444444445179,0.11490277777771356,0.01013055555555592,0.01555555555555484,0.7579746886522468,0.0,1.3024999999999818,9.859999999999834,2858.013874792648,2168.8892604268453,0,0.0,0.7636666666666632,0.0,0.17032038465200205,0.012000000000000025,3.717645410481503,21.590059065495772,6.339796093749996,37.190392800621375,82.55
concentrazione γ=0.5,8,300.0,True,False,52.71,13381.481599999684,0,9,3,10.473750000000003,2,2.1175000000000024,0,0,1.036707167415453,0.0,0.8032527777824163,0.0810583333332999,0.03147500000000585,0.07086111111108694,1.9444444444444445e-05,0.01333333333333306,0.9026693014323397,0.0,0.002916666666666667,0.07,2768.934059889881,2092.6477119646283,0,0.0,0.6158888888888897,0.0,0.18897690297114408,0.02641666666666666,0.9146306088533027,17.41207485510106,5.783249548611123,30.21332792854535,73.44
concentrazione γ=0.5,9,300.0,False,False,,37918.705599988156,0,10,3,4.242000000000002,1,1.268000000000003,0,0,1.0537084196080129,0.0,0.7289472222252389,0.10781666666660888,0.035202777777785535,0.11205555555549392,0.0,0.01597777777777698,0.7311652778359784,0.0,0.0,0.0,2924.498052878993,2119.9744762783826,0,0.0,0.45872222222222536,0.0,0.18162500000000173,0.03688888888888899,1.3678850325379557,18.872804783852008,4.2459319791666665,34.83251080866232,55.67
concentrazione γ=0.5,10,300.0,True,False,158.93,22061.666799995495,0,8,3,13.440000000000001,0,1.091111111111112,0,0,1.0963906790311062,0.0,0.8244861111162132,0.060113888888874485,0.03373333333334034,0.06612499999998013,0.0,0.015541666666665954,0.6380893036605028,0.0,0.0,0.0,2893.541371871433,2200.4942918445076,0,0.0,0.37944444444444525,0.0,0.12684595423448952,0.015222222222222215,1.1398985534473034,16.140431685713345,6.043689895833343,27.584932437865465,56.28
concentrazione γ=0.5,11,300.0,True,False,108.28,20352.935699996426,0,6,2,13.891428571428571,0,0.8685714285714299,0,0,0.9662981873733529,0.0,0.8422111111166001,0.05248611111110365,0.026880555555559058,0.06306944444442736,0.0020527777777777463,0.013299999999999734,0.6480481791127772,0.0,0.3079166666666638,4.689999999999944,2929.340010078438,2286.700103011413,0,0.0,0.5741111111111143,0.0,0.19134168987929354,0.004444444444444451,0.4269461570078077,16.43973813261459,6.109981302083342,28.24516213084797,62.28
concentrazione γ=0.5,12,300.0,True,False,99.31,15142.360099997055,0,4,2,12.255999999999997,0,1.8300000000000032,0,0,1.048660014410584,0.0,0.8545861111168702,0.052505555555548075,0.02239444444444565,0.05806666666665413,0.003052777777777725,0.009394444444444955,0.6838936262183344,0.0,0.6464705882352902,4.489999999999949,3001.583299807703,2240.8224724327324,0,0.0,0.4825555555555585,0.0,0.2288151481064877,0.007388888888888875,0.5954794979079492,14.400437508993187,4.438957604166684,25.316149655519016,60.32
concentrazione γ=1,1,300.0,False,False,,38541.114099990686,0,10,4,2.450999999999999,1,1.1319999999999966,0,0,0.9039099619305244,0.0,0.7251472222251559,0.12286111111103964,0.030927777777783348,0.1057722222221663,0.0007888888888888843,0.014502777777777273,0.8719016650714587,0.0,0.11359999999999934,2.8399999999999834,1610.324705819072,1446.0756990373363,2,0.0,1.1257222222222174,0.0,0.13306250000000053,0.0533055555555557,0.7545408816535697,49.0901572554261,3.489702152777784,105.18790083881584,95.91
concentrazione γ=1,2,300.0,True,False,119.97,28157.3684499946,0,9,3,3.779999999999998,1,0.4855555555555528,0,0,1.0167856691884412,0.0,0.836830555560927,0.06328611111109382,0.028216666666670852,0.060255555555541025,0.0,0.01141111111111122,0.4272283124185506,0.0,0.0,0.0,1096.7809647175102,1146.404403246616,2,0.0,1.4079999999999961,0.005,0.11256400194341763,0.006499999999999988,0.49488954600800106,52.10992613581748,8.348366041666663,106.02437656706867,141.13
concentrazione γ=1,3,300.0,True,False,60.14,20089.403899998575,0,4,2,6.745000000000001,1,0.6424999999999954,0,0,1.0141818430435974,0.0,0.8645694444504214,0.05743611111109914,0.018744444444443783,0.04772499999999687,0.0037777777777777094,0.007747222222222656,0.8219925019817241,0.0,0.971428571428565,5.779999999999921,1061.663911822297,1059.4225097613341,3,0.0,1.7343333333333355,0.037,0.131977434679335,0.0011666666666666672,0.13216203703703713,54.43983339159859,10.874371892361097,108.12215371436403,131.08
concentrazione γ=1,4,197.51,False,True,,171411.02265000608,38,4,41,0.0,41,0.00999999999999801,0,0,1.0012096914133117,0.0,0.9648836345853784,0.01655612374057042,0.005383693652641965,0.011505746544479379,0.0,0.0016708014784061398,0.31422910737190796,0.0,0.0,0.0,573.7423109419676,595.3272250634315,2,0.0,1.6387341772151964,0.06784810126582279,0.002947906523855887,0.001181434599156118,0.0,39.70827206584768,10.243797995780604,74.60950679685759,92.99
concentrazione γ=1,5,210.11,False,True,,187336.17670000496,40,0,41,,41,,0,0,1.3640913053490593,0.0,1.0000000000034164,0.0,0.0,0.0,0.0,0.0,,0.0,,,801.7494494167518,979.5915373994592,0,0.0,1.0218150087260045,0.0,0.0,0.0,,35.925774305529856,1.5092733618911645,77.96277408627469,32.44
concentrazione γ=1,6,219.24,False,True,,233188.4475500094,45,3,41,9.72,15,23.011764705882356,0,0,1.0139890199669228,0.0,0.6618431855495353,0.12193258529459848,0.04106230614852002,0.1541499422245698,0.002767134951042955,0.018244845831052355,0.6536706190732104,0.0,0.3033333333333316,4.059999999999958,1313.0861620599692,1256.5088270098329,0,0.0,0.9607664233576645,0.0,0.23026052318698,0.08318126520681249,0.3454372317000012,38.676584752136996,8.110391504143852,74.22394091928192,121.56
concentrazione γ=1,7,181.12,False,True,,141665.91400000593,39,5,41,0.43749999999999645,41,1.1275000000000048,0,0,1.0683184104850127,0.0,0.9012993227318736,0.05635766342757369,0.013641968492344779,0.025098461425205075,0.0,0.0036025839222614277,0.7122660322642723,0.0,0.0,0.0,825.1301300752241,787.800780410927,1,0.0,1.151389655807101,0.0,0.012378939564155512,0.005889931897662436,3.40223713646532,30.19943591346309,1.9365106179826974,64.18635676409755,37.77
concentrazione γ=1,8,300.0,True,False,59.15,19072.180999999804,0,9,3,6.644285714285715,3,0.937142857142855,0,0,1.0230876694670052,0.0,0.8184111111160806,0.06791944444442294,0.026436111111114383,0.07394722222219524,0.001105555555555544,0.012180555555555512,0.7167500773458413,0.0,0.18090909090908955,3.45999999999997,1328.78518020042,1287.6843069958989,0,0.0,1.2134444444444374,0.0,0.1510601079076035,0.01661111111111114,0.5271487901769576,46.95877788754663,2.840041840277776,101.46641198739033,71.19
