variant,seed,duration_s,mission_complete,fire_overrun,extinction_time_s,fire_damage,fires_spawned,fires_ignited,peak_active_fires,detection_delay_s,response_delay_s,collisions,near_misses,min_distance_m,emergency_fraction,time_explore,time_to_fire,time_extinguishing,time_to_station,time_queue,time_refill,water_fairness,overcrowding_s,queue_wait_mean_s,queue_wait_max_s,distance_m,control_effort,saturation_bounces,message_loss,neighbors,connected_fraction,fire_awareness,phantom_fires,info_age_s,coverage_staleness_s,coverage_staleness_hot_s,coverage_staleness_cold_s,coverage_staleness_max_s
ricerca casuale,11,300.0,True,False,103.62,19485.781050002326,0,6,3,30.778571428571432,2.150000000000001,0,0,0.9662531319940075,0.0,0.8122277777826122,0.0683972222222003,0.03224722222222847,0.0703611111110874,0.002322222222222185,0.014444444444443951,0.6817713521956091,0.0,0.32153846153845783,6.639999999999903,2965.723079095178,986.5842713807364,0,0.0,0.6281666666666701,0.0,0.13963216145833152,0.017666666666666685,0.4881571534469948,32.05992901298215,24.3428790277778,40.42552896747081,150.44
ricerca casuale,12,300.0,True,False,63.88,13361.042349999349,0,4,1,13.719999999999995,1.290000000000007,0,0,1.055223276925411,0.0,0.8769972222284704,0.03772500000000596,0.021694444444445293,0.0522333333333261,0.0014194444444444265,0.00993055555555596,0.4730504780819894,0.0,0.28388888888888775,2.7299999999999858,3108.6401228363275,952.155487654446,1,0.0,0.4473333333333324,0.0,0.15950187649266365,0.0025555555555555535,0.6150935828877021,22.4857872162109,13.302020381944429,32.87226503654974,102.02
copertura persistente,1,300.0,False,False,,38541.114099990686,0,10,4,2.450999999999999,1.1319999999999966,0,0,0.9039099619305244,0.0,0.7251472222251559,0.12286111111103964,0.030927777777783348,0.1057722222221663,0.0007888888888888843,0.014502777777777273,0.8719016650714587,0.0,0.11359999999999934,2.8399999999999834,1610.324705819072,1446.0756990373363,2,0.0,1.1257222222222174,0.0,0.13306250000000053,0.0533055555555557,0.7545408816535697,49.0901572554261,3.489702152777784,105.18790083881584,95.91
copertura persistente,2,300.0,True,False,119.97,28157.3684499946,0,9,3,3.779999999999998,0.4855555555555528,0,0,1.0167856691884412,0.0,0.836830555560927,0.06328611111109382,0.028216666666670852,0.060255555555541025,0.0,0.01141111111111122,0.4272283124185506,0.0,0.0,0.0,1096.7809647175102,1146.404403246616,2,0.0,1.4079999999999961,0.005,0.11256400194341763,0.006499999999999988,0.49488954600800106,52.10992613581748,8.348366041666663,106.02437656706867,141.13
copertura persistente,3,300.0,True,False,60.14,20089.403899998575,0,4,2,6.745000000000001,0.6424999999999954,0,0,1.0141818430435974,0.0,0.8645694444504214,0.05743611111109914,0.018744444444443783,0.04772499999999687,0.0037777777777777094,0.007747222222222656,0.8219925019817241,0.0,0.971428571428565,5.779999999999921,1061.663911822297,1059.4225097613341,3,0.0,1.7343333333333355,0.037,0.131977434679335,0.0011666666666666672,0.13216203703703713,54.43983339159859,10.874371892361097,108.12215371436403,131.08
copertura persistente,4,197.51,False,True,,171411.02265000608,38,4,41,0.0,0.00999999999999801,0,0,1.0012096914133117,0.0,0.9648836345853784,0.01655612374057042,0.005383693652641965,0.011505746544479379,0.0,0.0016708014784061398,0.31422910737190796,0.0,0.0,0.0,573.7423109419676,595.3272250634315,2,0.0,1.6387341772151964,0.06784810126582279,0.002947906523855887,0.001181434599156118,0.0,39.70827206584768,10.243797995780604,74.60950679685759,92.99
copertura persistente,5,210.11,False,True,,187336.17670000496,40,0,41,,,0,0,1.3640913053490593,0.0,1.0000000000034164,0.0,0.0,0.0,0.0,0.0,,0.0,,,801.7494494167518,979.5915373994592,0,0.0,1.0218150087260045,0.0,0.0,0.0,,35.925774305529856,1.5092733618911645,77.96277408627469,32.44
copertura persistente,6,219.24,False,True,,233188.4475500094,45,3,41,9.72,23.011764705882356,0,0,1.0139890199669228,0.0,0.6618431855495353,0.12193258529459848,0.04106230614852002,0.1541499422245698,0.002767134951042955,0.018244845831052355,0.6536706190732104,0.0,0.3033333333333316,4.059999999999958,1313.0861620599692,1256.5088270098329,0,0.0,0.9607664233576645,0.0,0.23026052318698,0.08318126520681249,0.3454372317000012,38.676584752136996,8.110391504143852,74.22394091928192,121.56
copertura persistente,7,181.12,False,True,,141665.91400000593,39,5,41,0.43749999999999645,1.1275000000000048,0,0,1.0683184104850127,0.0,0.9012993227318736,0.05635766342757369,0.013641968492344779,0.025098461425205075,0.0,0.0036025839222614277,0.7122660322642723,0.0,0.0,0.0,825.1301300752241,787.800780410927,1,0.0,1.151389655807101,0.0,0.012378939564155512,0.005889931897662436,3.40223713646532,30.19943591346309,1.9365106179826974,64.18635676409755,37.77
copertura persistente,8,300.0,True,False,59.15,19072.180999999804,0,9,3,6.644285714285715,0.937142857142855,0,0,1.0230876694670052,0.0,0.8184111111160806,0.06791944444442294,0.026436111111114383,0.07394722222219524,0.001105555555555544,0.012180555555555512,0.7167500773458413,0.0,0.18090909090908955,3.45999999999997,1328.78518020042,1287.6843069958989,0,0.0,1.2134444444444374,0.0,0.1510601079076035,0.01661111111111114,0.5271487901769576,46.95877788754663,2.840041840277776,101.46641198739033,71.19
copertura persistente,9,300.0,True,False,120.17,21307.540299997112,0,10,3,4.938888888888889,3.4133333333333287,0,0,0.9892727084584311,0.0,0.7072861111136549,0.12424166666659395,0.03170277777778374,0.1221138888888181,0.0014333333333333151,0.013222222222221972,0.8346662635632665,0.0,0.2149999999999992,2.869999999999983,1417.4861027266445,1135.9392946570053,1,0.0,1.731444444444446,0.0,0.2658248812134529,0.008499999999999997,0.8252528663420985,51.6010415269181,7.302999930555564,102.91526132766818,207.48000000000002
copertura persistente,10,300.0,True,False,74.78,48470.52279999657,0,8,4,5.5416666666666705,1.0883333333333287,0,0,1.0616341788531223,0.0,0.8841472222286265,0.04019722222222594,0.02443611111111336,0.04060000000000335,6.944444444444446e-05,0.010550000000000281,0.5866865864841299,0.0,0.013157894736842108,0.25000000000000006,1258.4007494591308,1168.8822853020147,0,0.0,1.384722222222226,0.0,0.0768091918848447,8.333333333333333e-05,0.4718646371296554,50.95221570410384,4.590693003472215,106.94194300529976,99.85000000000001
copertura persistente,11,300.0,True,False,69.71000000000001,12304.00904999859,0,6,2,7.867142857142855,0.8928571428571451,0,0,0.9662981873733529,0.0,0.8526972222279401,0.0665888888888686,0.02524444444444711,0.044408333333333216,0.0,0.01106111111111129,0.8242058468248586,0.0,0.0,0.0,1341.5167950449043,1353.471028202141,3,0.0,1.3366111111111112,0.0006666666666666666,0.28125000000000083,0.0011666666666666672,0.38229175215428784,50.3717468917908,5.887518298611103,105.73232425255848,91.63
copertura persistente,12,300.0,True,False,64.65,24856.08514999748,0,4,2,5.223333333333334,0.9033333333333342,0,0,1.014462464835953,0.0,0.8725666666728182,0.05050833333332767,0.01649722222222132,0.05192222222221527,0.0013333333333333172,0.007172222222222566,0.6938678132300435,0.0,0.3692307692307687,2.4599999999999915,1124.114537485421,1266.316259986842,2,0.0,1.3707222222222277,0.0,0.11547169811320823,0.009222222222222243,0.5166937385381182,51.21232392399907,5.070774982638871,108.2412542973319,94.78
copertura senza importanza,1,300.0,True,False,291.94,30791.590599996598,0,10,4,21.599090909090908,2.0590909090909117,0,0,0.9039099619305244,0.0,0.6872472222243287,0.12130833333326328,0.04028888888889252,0.13173888888880936,0.0002027777777777779,0.019213888888888468,0.8136205714061027,0.0,0.022121212121212135,0.7300000000000004,2983.671102473123,2489.7181029151584,0,0.0,0.6943333333333337,0.0,0.19389012599444339,0.01972222222222236,2.574732764691999,31.3732450562004,28.214374444444434,34.44870741228073,169.62
copertura senza importanza,2,300.0,True,False,88.61,18549.27709999805,0,9,4,5.391428571428571,1.0549999999999975,0,0,1.0603803797632811,0.0,0.8646583333393122,0.05140833333332685,0.022900000000001464,0.05006388888888363,0.0,0.010969444444444643,0.5629693116791694,0.0,0.0,0.0,3103.101396894837,2898.896307759336,0,0.0,0.5107777777777771,0.0,0.15429234338747022,0.003055555555555554,0.37306231179059485,27.20972365933758,28.34698081597226,26.411112190241223,152.3
copertura senza importanza,3,300.0,True,False,255.9,26761.34404999048,0,4,3,14.277999999999997,1.6659999999999968,0,0,1.0285098971604076,0.0,0.8042277777824376,0.05914166666665315,0.028722222222226666,0.0919666666666233,0.0026138888888888453,0.013327777777777506,0.7576962105964178,0.0,0.3920833333333293,6.259999999999911,3096.5471500975705,2367.086211562273,0,0.0,0.46755555555555783,0.0,0.10762637186573672,0.012472222222222246,1.289992836676211,27.43374426955771,27.37529135416658,27.49962774488306,135.67000000000002
copertura senza importanza,4,300.0,True,False,82.2,16764.1333999986,0,7,3,15.166249999999994,1.534999999999998,0,0,1.0678351112558722,0.0,0.7855611111153635,0.07684166666663705,0.031566666666672565,0.08409999999996379,0.007536111111111511,0.01439444444444396,0.800648532580622,0.0,1.043461538461527,9.469999999999843,3002.3801521504915,2592.257234312284,0,0.0,0.6499999999999982,0.0,0.24023828330700442,0.011361111111111113,0.5405226396917379,29.884190581377457,31.459393229166565,29.060600390168116,148.46
copertura senza importanza,5,300.0,True,False,86.48,12548.75679999759,0,1,1,18.840000000000003,1.1449999999999942,0,0,1.1081122250246709,0.0,0.8991333333400647,0.03517500000000774,0.01607777777777696,0.041613888888891316,0.00022222222222222237,0.007777777777778216,0.47675348503723797,0.0,0.057142857142857176,0.8000000000000005,3189.918168409805,2732.148882863551,0,0.0,0.4107222222222223,0.0,0.22561651426988003,0.005027777777777778,0.17490021492170732,25.376187811955795,26.630959375000014,24.63641620979528,118.25
copertura senza importanza,6,300.0,True,False,152.56,37330.746849986004,0,7,4,22.06428571428572,1.2957142857142878,0,0,1.037911027778204,0.0,0.7628666666704237,0.09310277777773338,0.03257500000000641,0.09726944444439625,0.00029722222222222243,0.013888888888888506,0.8703134287957698,0.0,0.04280000000000003,1.0700000000000007,3099.4236183704916,2644.90108614906,0,0.0,0.4651111111111123,0.0,0.16167335063300997,0.027194444444444462,1.2307411940704476,29.5150761148462,27.867877656249934,30.61184951388883,155.41
copertura senza importanza,7,300.0,True,False,228.03,26900.621649998353,0,7,4,36.30428571428571,3.660000000000005,0,0,1.1090460301521488,0.0,0.7465638888922901,0.10579166666661073,0.03391666666667377,0.09761666666661817,0.0,0.016111111111110285,0.8037931524709352,0.0,0.0,0.0,3044.8399468383554,2647.4896762186954,0,0.0,0.5586111111111103,0.0,0.15101991088833247,0.017305555555555636,0.4849006168608643,32.426202179992785,35.02258496527786,30.05471843475871,153.83
copertura senza importanza,8,300.0,True,False,64.74,21132.763349999113,0,9,3,23.878888888888895,2.1322222222222225,0,0,1.0514976125707722,0.0,0.8069972222269425,0.07478888888886115,0.029644444444449358,0.07413333333330618,0.0,0.014436111111110619,0.6897649548760741,0.0,0.0,0.0,3096.045638647429,2564.3917941533364,0,0.0,0.4552222222222241,0.0,0.14586872250533542,0.02886111111111101,1.0521280927027674,26.5762525467781,26.166593333333356,26.366914460891753,109.14
copertura senza importanza,9,300.0,True,False,93.75,19614.899299998808,0,10,4,7.500000000000006,3.3866666666666645,0,0,1.0740300254110648,0.0,0.7954555555600239,0.062008333333317206,0.029388888888893672,0.09860277777772838,0.00018333333333333344,0.014361111111110634,0.6675409312697635,0.0,0.026400000000000014,0.6600000000000004,3101.742488431685,2687.5199864267797,0,0.0,0.39233333333333986,0.0,0.1938211872016628,0.024416666666666757,1.610936486973207,21.37113539073742,17.979120624999993,25.37844598958335,108.35000000000001
copertura senza importanza,10,300.0,False,False,,32973.90759999978,0,8,4,32.90111111111111,2.526666666666669,0,0,1.0201060923103358,0.0,0.7729444444484215,0.08303888888885365,0.03940555555555999,0.08461666666663,0.0022611111111110753,0.017733333333332185,0.6880493667203853,0.0,0.2543749999999978,5.419999999999929,2975.406417095386,2742.078905355726,0,0.0,0.6542222222222235,0.0,0.13554629629629814,0.008388888888888852,0.6186023598102429,31.640124316238115,30.375120972222238,32.667683438413775,170.08
copertura senza importanza,11,300.0,True,False,92.15,21636.330600000634,0,6,3,18.66,2.238571428571428,0,0,0.9662981873733529,0.0,0.8312055555608042,0.05741944444443249,0.03257777777778419,0.06209722222220602,0.0012138888888888753,0.015486111111110411,0.7012776943477985,0.0,0.15607142857142756,3.3999999999999715,3047.2216165164896,2726.740225189153,1,0.0,0.4459444444444472,0.0,0.11153233151183872,0.014222222222222188,0.7223844326694664,20.331055087970437,17.918032204861117,22.961322432383035,107.53
copertura senza importanza,12,300.0,True,False,172.85,23074.99774999542,0,4,2,25.107500000000005,2.0999999999999908,0,0,1.0368885675444628,0.0,0.8521055555612604,0.062069444444428266,0.022766666666668062,0.052027777777770734,0.0010694444444444339,0.009961111111111509,0.6215429674008774,0.0,0.21388888888888863,2.339999999999994,3111.562809942525,2681.8058463340712,5,0.0,0.509166666666671,0.0,0.16783470275495305,0.000888888888888889,0.8980007146685793,26.00321994995631,25.830721892361073,26.842753841374307,130.54
